province,report_date,avaccine,dvaccine,count_type,cumulative_avaccine,cumulative_dvaccine
NL,1/4/2021,279,279,planned,,
NL,1/5/2021,279,279,planned,,
NL,1/6/2021,279,279,planned,,
NL,1/7/2021,279,279,planned,,
NL,1/8/2021,279,279,planned,,
NL,1/9/2021,279,279,planned,,
NL,1/10/2021,279,279,planned,,
NL,1/11/2021,418,418,planned,,
NL,1/12/2021,418,418,planned,,
NL,1/13/2021,418,418,planned,,
NL,1/14/2021,418,418,planned,,
NL,1/15/2021,418,418,planned,,
NL,1/16/2021,418,418,planned,,
NL,1/17/2021,418,418,planned,,
NL,1/18/2021,418,418,planned,,
NL,1/19/2021,418,418,planned,,
NL,1/20/2021,418,418,planned,,
NL,1/21/2021,418,418,planned,,
NL,1/22/2021,418,418,planned,,
NL,1/23/2021,418,418,planned,,
NL,1/24/2021,418,418,planned,,
NL,1/25/2021,418,418,planned,,
NL,1/26/2021,418,418,planned,,
NL,1/27/2021,418,418,planned,,
NL,1/28/2021,418,418,planned,,
NL,1/29/2021,418,418,planned,,
NL,1/30/2021,418,418,planned,,
NL,1/31/2021,418,418,planned,,
NL,2/1/2021,696,696,planned,,
NL,2/2/2021,696,696,planned,,
NL,2/3/2021,696,696,planned,,
NL,2/4/2021,696,696,planned,,
NL,2/5/2021,696,696,planned,,
NL,2/6/2021,696,696,planned,,
NL,2/7/2021,696,696,planned,,
NL,2/8/2021,696,696,planned,,
NL,2/9/2021,696,696,planned,,
NL,2/10/2021,696,696,planned,,
NL,2/11/2021,696,696,planned,,
NL,2/12/2021,696,696,planned,,
NL,2/13/2021,696,696,planned,,
NL,2/14/2021,696,696,planned,,
NL,2/15/2021,696,696,planned,,
NL,2/16/2021,696,696,planned,,
NL,2/17/2021,696,696,planned,,
NL,2/18/2021,696,696,planned,,
NL,2/19/2021,696,696,planned,,
NL,2/20/2021,696,696,planned,,
NL,2/21/2021,696,696,planned,,
NL,2/22/2021,696,696,planned,,
NL,2/23/2021,696,696,planned,,
NL,2/24/2021,696,696,planned,,
NL,2/25/2021,696,696,planned,,
NL,2/26/2021,696,696,planned,,
NL,2/27/2021,696,696,planned,,
NL,2/28/2021,696,696,planned,,
PEI,1/4/2021,139,139,planned,,
PEI,1/5/2021,139,139,planned,,
PEI,1/6/2021,139,139,planned,,
PEI,1/7/2021,139,139,planned,,
PEI,1/8/2021,139,139,planned,,
PEI,1/9/2021,139,139,planned,,
PEI,1/10/2021,139,139,planned,,
PEI,1/11/2021,139,139,planned,,
PEI,1/12/2021,139,139,planned,,
PEI,1/13/2021,139,139,planned,,
PEI,1/14/2021,139,139,planned,,
PEI,1/15/2021,139,139,planned,,
PEI,1/16/2021,139,139,planned,,
PEI,1/17/2021,139,139,planned,,
PEI,1/18/2021,139,139,planned,,
PEI,1/19/2021,139,139,planned,,
PEI,1/20/2021,139,139,planned,,
PEI,1/21/2021,139,139,planned,,
PEI,1/22/2021,139,139,planned,,
PEI,1/23/2021,139,139,planned,,
PEI,1/24/2021,139,139,planned,,
PEI,1/25/2021,139,139,planned,,
PEI,1/26/2021,139,139,planned,,
PEI,1/27/2021,139,139,planned,,
PEI,1/28/2021,139,139,planned,,
PEI,1/29/2021,139,139,planned,,
PEI,1/30/2021,139,139,planned,,
PEI,1/31/2021,139,139,planned,,
PEI,2/1/2021,139,139,planned,,
PEI,2/2/2021,139,139,planned,,
PEI,2/3/2021,139,139,planned,,
PEI,2/4/2021,139,139,planned,,
PEI,2/5/2021,139,139,planned,,
PEI,2/6/2021,139,139,planned,,
PEI,2/7/2021,139,139,planned,,
PEI,2/8/2021,139,139,planned,,
PEI,2/9/2021,139,139,planned,,
PEI,2/10/2021,139,139,planned,,
PEI,2/11/2021,139,139,planned,,
PEI,2/12/2021,139,139,planned,,
PEI,2/13/2021,139,139,planned,,
PEI,2/14/2021,139,139,planned,,
PEI,2/15/2021,139,139,planned,,
PEI,2/16/2021,139,139,planned,,
PEI,2/17/2021,139,139,planned,,
PEI,2/18/2021,139,139,planned,,
PEI,2/19/2021,139,139,planned,,
PEI,2/20/2021,139,139,planned,,
PEI,2/21/2021,139,139,planned,,
PEI,2/22/2021,139,139,planned,,
PEI,2/23/2021,139,139,planned,,
PEI,2/24/2021,139,139,planned,,
PEI,2/25/2021,139,139,planned,,
PEI,2/26/2021,139,139,planned,,
PEI,2/27/2021,139,139,planned,,
PEI,2/28/2021,139,139,planned,,
Nova Scotia,1/4/2021,557,557,planned,,
Nova Scotia,1/5/2021,557,557,planned,,
Nova Scotia,1/6/2021,557,557,planned,,
Nova Scotia,1/7/2021,557,557,planned,,
Nova Scotia,1/8/2021,557,557,planned,,
Nova Scotia,1/9/2021,557,557,planned,,
Nova Scotia,1/10/2021,557,557,planned,,
Nova Scotia,1/11/2021,836,836,planned,,
Nova Scotia,1/12/2021,836,836,planned,,
Nova Scotia,1/13/2021,836,836,planned,,
Nova Scotia,1/14/2021,836,836,planned,,
Nova Scotia,1/15/2021,836,836,planned,,
Nova Scotia,1/16/2021,836,836,planned,,
Nova Scotia,1/17/2021,836,836,planned,,
Nova Scotia,1/18/2021,836,836,planned,,
Nova Scotia,1/19/2021,836,836,planned,,
Nova Scotia,1/20/2021,836,836,planned,,
Nova Scotia,1/21/2021,836,836,planned,,
Nova Scotia,1/22/2021,836,836,planned,,
Nova Scotia,1/23/2021,836,836,planned,,
Nova Scotia,1/24/2021,836,836,planned,,
Nova Scotia,1/25/2021,836,836,planned,,
Nova Scotia,1/26/2021,836,836,planned,,
Nova Scotia,1/27/2021,836,836,planned,,
Nova Scotia,1/28/2021,836,836,planned,,
Nova Scotia,1/29/2021,836,836,planned,,
Nova Scotia,1/30/2021,836,836,planned,,
Nova Scotia,1/31/2021,836,836,planned,,
Nova Scotia,2/1/2021,1393,1393,planned,,
Nova Scotia,2/2/2021,1393,1393,planned,,
Nova Scotia,2/3/2021,1393,1393,planned,,
Nova Scotia,2/4/2021,1393,1393,planned,,
Nova Scotia,2/5/2021,1393,1393,planned,,
Nova Scotia,2/6/2021,1393,1393,planned,,
Nova Scotia,2/7/2021,1393,1393,planned,,
Nova Scotia,2/8/2021,1393,1393,planned,,
Nova Scotia,2/9/2021,1393,1393,planned,,
Nova Scotia,2/10/2021,1393,1393,planned,,
Nova Scotia,2/11/2021,1393,1393,planned,,
Nova Scotia,2/12/2021,1393,1393,planned,,
Nova Scotia,2/13/2021,1393,1393,planned,,
Nova Scotia,2/14/2021,1393,1393,planned,,
Nova Scotia,2/15/2021,1393,1393,planned,,
Nova Scotia,2/16/2021,1393,1393,planned,,
Nova Scotia,2/17/2021,1393,1393,planned,,
Nova Scotia,2/18/2021,1393,1393,planned,,
Nova Scotia,2/19/2021,1393,1393,planned,,
Nova Scotia,2/20/2021,1393,1393,planned,,
Nova Scotia,2/21/2021,1393,1393,planned,,
Nova Scotia,2/22/2021,1393,1393,planned,,
Nova Scotia,2/23/2021,1393,1393,planned,,
Nova Scotia,2/24/2021,1393,1393,planned,,
Nova Scotia,2/25/2021,1393,1393,planned,,
Nova Scotia,2/26/2021,1393,1393,planned,,
Nova Scotia,2/27/2021,1393,1393,planned,,
Nova Scotia,2/28/2021,1393,1393,planned,,
New Brunswick,1/4/2021,418,418,planned,,
New Brunswick,1/5/2021,418,418,planned,,
New Brunswick,1/6/2021,418,418,planned,,
New Brunswick,1/7/2021,418,418,planned,,
New Brunswick,1/8/2021,418,418,planned,,
New Brunswick,1/9/2021,418,418,planned,,
New Brunswick,1/10/2021,418,418,planned,,
New Brunswick,1/11/2021,557,557,planned,,
New Brunswick,1/12/2021,557,557,planned,,
New Brunswick,1/13/2021,557,557,planned,,
New Brunswick,1/14/2021,557,557,planned,,
New Brunswick,1/15/2021,557,557,planned,,
New Brunswick,1/16/2021,557,557,planned,,
New Brunswick,1/17/2021,557,557,planned,,
New Brunswick,1/18/2021,557,557,planned,,
New Brunswick,1/19/2021,557,557,planned,,
New Brunswick,1/20/2021,557,557,planned,,
New Brunswick,1/21/2021,557,557,planned,,
New Brunswick,1/22/2021,557,557,planned,,
New Brunswick,1/23/2021,557,557,planned,,
New Brunswick,1/24/2021,557,557,planned,,
New Brunswick,1/25/2021,557,557,planned,,
New Brunswick,1/26/2021,557,557,planned,,
New Brunswick,1/27/2021,557,557,planned,,
New Brunswick,1/28/2021,557,557,planned,,
New Brunswick,1/29/2021,557,557,planned,,
New Brunswick,1/30/2021,557,557,planned,,
New Brunswick,1/31/2021,557,557,planned,,
New Brunswick,2/1/2021,1114,1114,planned,,
New Brunswick,2/2/2021,1114,1114,planned,,
New Brunswick,2/3/2021,1114,1114,planned,,
New Brunswick,2/4/2021,1114,1114,planned,,
New Brunswick,2/5/2021,1114,1114,planned,,
New Brunswick,2/6/2021,1114,1114,planned,,
New Brunswick,2/7/2021,1114,1114,planned,,
New Brunswick,2/8/2021,1114,1114,planned,,
New Brunswick,2/9/2021,1114,1114,planned,,
New Brunswick,2/10/2021,1114,1114,planned,,
New Brunswick,2/11/2021,1114,1114,planned,,
New Brunswick,2/12/2021,1114,1114,planned,,
New Brunswick,2/13/2021,1114,1114,planned,,
New Brunswick,2/14/2021,1114,1114,planned,,
New Brunswick,2/15/2021,1114,1114,planned,,
New Brunswick,2/16/2021,1114,1114,planned,,
New Brunswick,2/17/2021,1114,1114,planned,,
New Brunswick,2/18/2021,1114,1114,planned,,
New Brunswick,2/19/2021,1114,1114,planned,,
New Brunswick,2/20/2021,1114,1114,planned,,
New Brunswick,2/21/2021,1114,1114,planned,,
New Brunswick,2/22/2021,1114,1114,planned,,
New Brunswick,2/23/2021,1114,1114,planned,,
New Brunswick,2/24/2021,1114,1114,planned,,
New Brunswick,2/25/2021,1114,1114,planned,,
New Brunswick,2/26/2021,1114,1114,planned,,
New Brunswick,2/27/2021,1114,1114,planned,,
New Brunswick,2/28/2021,1114,1114,planned,,
Quebec,1/4/2021,3900,3900,planned,,
Quebec,1/5/2021,3900,3900,planned,,
Quebec,1/6/2021,3900,3900,planned,,
Quebec,1/7/2021,3900,3900,planned,,
Quebec,1/8/2021,3900,3900,planned,,
Quebec,1/9/2021,3900,3900,planned,,
Quebec,1/10/2021,3900,3900,planned,,
Quebec,1/11/2021,6686,6686,planned,,
Quebec,1/12/2021,6686,6686,planned,,
Quebec,1/13/2021,6686,6686,planned,,
Quebec,1/14/2021,6686,6686,planned,,
Quebec,1/15/2021,6686,6686,planned,,
Quebec,1/16/2021,6686,6686,planned,,
Quebec,1/17/2021,6686,6686,planned,,
Quebec,1/18/2021,6686,6686,planned,,
Quebec,1/19/2021,6686,6686,planned,,
Quebec,1/20/2021,6686,6686,planned,,
Quebec,1/21/2021,6686,6686,planned,,
Quebec,1/22/2021,6686,6686,planned,,
Quebec,1/23/2021,6686,6686,planned,,
Quebec,1/24/2021,6686,6686,planned,,
Quebec,1/25/2021,6686,6686,planned,,
Quebec,1/26/2021,6686,6686,planned,,
Quebec,1/27/2021,6686,6686,planned,,
Quebec,1/28/2021,6686,6686,planned,,
Quebec,1/29/2021,6686,6686,planned,,
Quebec,1/30/2021,6686,6686,planned,,
Quebec,1/31/2021,6686,6686,planned,,
Quebec,2/1/2021,11839,11839,planned,,
Quebec,2/2/2021,11839,11839,planned,,
Quebec,2/3/2021,11839,11839,planned,,
Quebec,2/4/2021,11839,11839,planned,,
Quebec,2/5/2021,11839,11839,planned,,
Quebec,2/6/2021,11839,11839,planned,,
Quebec,2/7/2021,11839,11839,planned,,
Quebec,2/8/2021,11839,11839,planned,,
Quebec,2/9/2021,11839,11839,planned,,
Quebec,2/10/2021,11839,11839,planned,,
Quebec,2/11/2021,11839,11839,planned,,
Quebec,2/12/2021,11839,11839,planned,,
Quebec,2/13/2021,11839,11839,planned,,
Quebec,2/14/2021,11839,11839,planned,,
Quebec,2/15/2021,11839,11839,planned,,
Quebec,2/16/2021,11839,11839,planned,,
Quebec,2/17/2021,11839,11839,planned,,
Quebec,2/18/2021,11839,11839,planned,,
Quebec,2/19/2021,11839,11839,planned,,
Quebec,2/20/2021,11839,11839,planned,,
Quebec,2/21/2021,11839,11839,planned,,
Quebec,2/22/2021,11839,11839,planned,,
Quebec,2/23/2021,11839,11839,planned,,
Quebec,2/24/2021,11839,11839,planned,,
Quebec,2/25/2021,11839,11839,planned,,
Quebec,2/26/2021,11839,11839,planned,,
Quebec,2/27/2021,11839,11839,planned,,
Quebec,2/28/2021,11839,11839,planned,,
Ontario,1/4/2021,6825,6825,planned,,
Ontario,1/5/2021,6825,6825,planned,,
Ontario,1/6/2021,6825,6825,planned,,
Ontario,1/7/2021,6825,6825,planned,,
Ontario,1/8/2021,6825,6825,planned,,
Ontario,1/9/2021,6825,6825,planned,,
Ontario,1/10/2021,6825,6825,planned,,
Ontario,1/11/2021,11561,11561,planned,,
Ontario,1/12/2021,11561,11561,planned,,
Ontario,1/13/2021,11561,11561,planned,,
Ontario,1/14/2021,11561,11561,planned,,
Ontario,1/15/2021,11561,11561,planned,,
Ontario,1/16/2021,11561,11561,planned,,
Ontario,1/17/2021,11561,11561,planned,,
Ontario,1/18/2021,11561,11561,planned,,
Ontario,1/19/2021,11561,11561,planned,,
Ontario,1/20/2021,11561,11561,planned,,
Ontario,1/21/2021,11561,11561,planned,,
Ontario,1/22/2021,11561,11561,planned,,
Ontario,1/23/2021,11561,11561,planned,,
Ontario,1/24/2021,11561,11561,planned,,
Ontario,1/25/2021,11561,11561,planned,,
Ontario,1/26/2021,11561,11561,planned,,
Ontario,1/27/2021,11561,11561,planned,,
Ontario,1/28/2021,11561,11561,planned,,
Ontario,1/29/2021,11561,11561,planned,,
Ontario,1/30/2021,11561,11561,planned,,
Ontario,1/31/2021,11561,11561,planned,,
Ontario,2/1/2021,20475,20475,planned,,
Ontario,2/2/2021,20475,20475,planned,,
Ontario,2/3/2021,20475,20475,planned,,
Ontario,2/4/2021,20475,20475,planned,,
Ontario,2/5/2021,20475,20475,planned,,
Ontario,2/6/2021,20475,20475,planned,,
Ontario,2/7/2021,20475,20475,planned,,
Ontario,2/8/2021,20475,20475,planned,,
Ontario,2/9/2021,20475,20475,planned,,
Ontario,2/10/2021,20475,20475,planned,,
Ontario,2/11/2021,20475,20475,planned,,
Ontario,2/12/2021,20475,20475,planned,,
Ontario,2/13/2021,20475,20475,planned,,
Ontario,2/14/2021,20475,20475,planned,,
Ontario,2/15/2021,20336,20336,planned,,
Ontario,2/16/2021,20336,20336,planned,,
Ontario,2/17/2021,20336,20336,planned,,
Ontario,2/18/2021,20336,20336,planned,,
Ontario,2/19/2021,20336,20336,planned,,
Ontario,2/20/2021,20336,20336,planned,,
Ontario,2/21/2021,20336,20336,planned,,
Ontario,2/22/2021,20336,20336,planned,,
Ontario,2/23/2021,20336,20336,planned,,
Ontario,2/24/2021,20336,20336,planned,,
Ontario,2/25/2021,20336,20336,planned,,
Ontario,2/26/2021,20336,20336,planned,,
Ontario,2/27/2021,20336,20336,planned,,
Ontario,2/28/2021,20336,20336,planned,,
Manitoba,1/4/2021,836,836,planned,,
Manitoba,1/5/2021,836,836,planned,,
Manitoba,1/6/2021,836,836,planned,,
Manitoba,1/7/2021,836,836,planned,,
Manitoba,1/8/2021,836,836,planned,,
Manitoba,1/9/2021,836,836,planned,,
Manitoba,1/10/2021,836,836,planned,,
Manitoba,1/11/2021,1114,1114,planned,,
Manitoba,1/12/2021,1114,1114,planned,,
Manitoba,1/13/2021,1114,1114,planned,,
Manitoba,1/14/2021,1114,1114,planned,,
Manitoba,1/15/2021,1114,1114,planned,,
Manitoba,1/16/2021,1114,1114,planned,,
Manitoba,1/17/2021,1114,1114,planned,,
