province,report_date,yyyy_mm_dd,daily_moderna,daily_pfizer,daily_astra,daily_jj,daily_total,weekly_moderna,weekly_pfizer,weekly_astra,weekly_jj,weekly_total,cumulative_moderna,cumulative_pfizer,cumulative_astra,cumulative_jj,cumulative_total,Notes
Canada,03-09-2021,2021-09-03,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","35,254,348","35,098,913","18,009,283","7,065,217","95,427,761",
Canada,04-09-2021,2021-09-04,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","35,578,261","35,280,435","18,188,630","7,173,913","96,221,239",
Canada,05-09-2021,2021-09-05,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","35,902,174","35,461,957","18,367,978","7,282,609","97,014,717",
Canada,06-09-2021,2021-09-06,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","36,226,087","35,643,478","18,547,326","7,391,304","97,808,196",
Canada,07-09-2021,2021-09-07,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","36,550,000","35,825,000","18,726,674","7,500,000","98,601,674",
Canada,08-09-2021,2021-09-08,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","36,873,913","36,006,522","18,906,022","7,608,696","99,395,152",
Canada,09-09-2021,2021-09-09,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","37,197,826","36,188,043","19,085,370","7,717,391","100,188,630",
Canada,10-09-2021,2021-09-10,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","37,521,739","36,369,565","19,264,717","7,826,087","100,982,109",
Canada,11-09-2021,2021-09-11,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","37,845,652","36,551,087","19,444,065","7,934,783","101,775,587",
Canada,12-09-2021,2021-09-12,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","38,169,565","36,732,609","19,623,413","8,043,478","102,569,065",
Canada,13-09-2021,2021-09-13,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","38,493,478","36,914,130","19,802,761","8,152,174","103,362,543",
Canada,14-09-2021,2021-09-14,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","38,817,391","37,095,652","19,982,109","8,260,870","104,156,022",
Canada,15-09-2021,2021-09-15,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","39,141,304","37,277,174","20,161,457","8,369,565","104,949,500",
Canada,16-09-2021,2021-09-16,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","39,465,217","37,458,696","20,340,804","8,478,261","105,742,978",
Canada,17-09-2021,2021-09-17,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","39,789,130","37,640,217","20,520,152","8,586,957","106,536,457",
Canada,18-09-2021,2021-09-18,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","40,113,043","37,821,739","20,699,500","8,695,652","107,329,935",
Canada,19-09-2021,2021-09-19,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","40,436,957","38,003,261","20,878,848","8,804,348","108,123,413",
Canada,20-09-2021,2021-09-20,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","40,760,870","38,184,783","21,058,196","8,913,043","108,916,891",
Canada,21-09-2021,2021-09-21,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","41,084,783","38,366,304","21,237,543","9,021,739","109,710,370",
Canada,22-09-2021,2021-09-22,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","41,408,696","38,547,826","21,416,891","9,130,435","110,503,848",
Canada,23-09-2021,2021-09-23,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","41,732,609","38,729,348","21,596,239","9,239,130","111,297,326",
Canada,24-09-2021,2021-09-24,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","42,056,522","38,910,870","21,775,587","9,347,826","112,090,804",
Canada,25-09-2021,2021-09-25,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","42,380,435","39,092,391","21,954,935","9,456,522","112,884,283",
Canada,26-09-2021,2021-09-26,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","42,704,348","39,273,913","22,134,283","9,565,217","113,677,761",
Canada,27-09-2021,2021-09-27,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","43,028,261","39,455,435","22,313,630","9,673,913","114,471,239",
Canada,28-09-2021,2021-09-28,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","43,352,174","39,636,957","22,492,978","9,782,609","115,264,717",
Canada,29-09-2021,2021-09-29,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","43,676,087","39,818,478","22,672,326","9,891,304","116,058,196",
Canada,30-09-2021,2021-09-30,"323,913","181,522","179,348","108,696","793,478","2,267,391","1,270,652","1,255,435","760,870","5,554,348","44,000,000","40,000,000","22,851,674","10,000,000","116,851,674",
